Date,Close,market_cap,Volume
2021-05-10 00:00:00 UTC,461.64888756786700,0.0,1261252028.6903600
2021-05-11 00:00:00 UTC,461.64888756786700,0.0,1261252028.6903600
2021-05-12 00:00:00 UTC,363.840709210106,0.0,2513661601.73589
2021-05-13 00:00:00 UTC,257.15473263629900,0.0,1084708284.9464100
2021-05-14 00:00:00 UTC,302.5379850613160,0.0,939450039.3606580
2021-05-15 00:00:00 UTC,304.14661850511300,0.0,496520874.2023650
2021-05-16 00:00:00 UTC,245.53050652675500,0.0,451821573.0260730
2021-05-17 00:00:00 UTC,224.82025971357300,0.0,388013617.88951700
2021-05-18 00:00:00 UTC,195.41607901917900,0.0,417367971.1788630
2021-05-19 00:00:00 UTC,164.67758924543900,0.0,460561762.18840700
2021-05-20 00:00:00 UTC,125.90828759915000,0.0,774206729.7652760
2021-05-21 00:00:00 UTC,164.83044445629600,0.0,2190024665.000580
2021-05-22 00:00:00 UTC,143.4053030029380,17845405572.33840,1105989164.4599600
2021-05-23 00:00:00 UTC,149.16470674229300,18537096879.444100,407855419.28710600
2021-05-24 00:00:00 UTC,143.5364591894260,17386800143.225200,780459515.9295720
2021-05-25 00:00:00 UTC,147.53001734089500,18517706292.567300,695770193.958271
2021-05-26 00:00:00 UTC,133.31723282378300,16549090121.7541,541133024.2878850
2021-05-27 00:00:00 UTC,142.4423820897960,17609960401.197800,544692217.3884510
2021-05-28 00:00:00 UTC,131.9362008782440,16443950549.517500,316541424.9493230
2021-05-29 00:00:00 UTC,115.73287502111100,14419734003.580800,322119286.91096300
2021-05-30 00:00:00 UTC,111.04971454449600,13845262920.563000,205242554.60572600
2021-05-31 00:00:00 UTC,111.3880326458000,13820838525.027700,178212875.65487900
2021-06-01 00:00:00 UTC,114.57873780431300,14266572524.778800,190736769.24120400
2021-06-02 00:00:00 UTC,107.61460671582800,13422115249.218800,158288527.8428610
2021-06-03 00:00:00 UTC,108.03160190812200,13431467337.658400,271840980.7011450
2021-06-04 00:00:00 UTC,122.78283797307500,15493137596.694800,585866768.9263920
2021-06-05 00:00:00 UTC,109.30816954515300,13785326001.23430,446339037.1160200
2021-06-06 00:00:00 UTC,104.07767574139900,13162472593.780800,234837582.51465800
2021-06-07 00:00:00 UTC,104.64506098642700,13225839242.910200,164465924.4433250
2021-06-08 00:00:00 UTC,90.44996983660510,11361174139.314800,238672209.96942400
2021-06-09 00:00:00 UTC,81.91567973223930,10378760569.985600,323084022.85799200
2021-06-10 00:00:00 UTC,81.6851770108435,10395852555.205400,312732596.64657400
2021-06-11 00:00:00 UTC,66.49870883177710,8601123279.975840,443686991.13061700
2021-06-12 00:00:00 UTC,58.30648696503560,7859061727.280730,427592916.39856000
2021-06-13 00:00:00 UTC,61.515304050616600,8280003836.8758700,417965876.49168900
2021-06-14 00:00:00 UTC,64.82590482855950,8636982490.632100,368641192.8915820
2021-06-15 00:00:00 UTC,66.91688526629530,9014393643.105000,322295127.26022300
2021-06-16 00:00:00 UTC,61.007096591259900,8258406863.522480,332046099.05587800
2021-06-17 00:00:00 UTC,55.22393258382,7432591669.034570,222028405.2667150
2021-06-18 00:00:00 UTC,54.24077081116900,7306296600.197010,250012685.24648500
2021-06-19 00:00:00 UTC,48.3631864068626,6546958555.635230,220550969.86004700
2021-06-20 00:00:00 UTC,48.89853573601590,6559670902.552100,286636113.82503500
2021-06-21 00:00:00 UTC,47.17764508090100,6357727128.329510,228033773.73780900
2021-06-22 00:00:00 UTC,36.62095254176350,4962342716.272880,300525203.4634500
2021-06-23 00:00:00 UTC,34.39317544474670,4631384871.46096,285211978.46757700
2021-06-24 00:00:00 UTC,37.78770781133410,5080715058.105900,285621000.5508830
2021-06-25 00:00:00 UTC,34.80184389665680,4700150401.503940,250839333.70513300
2021-06-26 00:00:00 UTC,31.535784886777000,4262089729.0047200,241131335.6345380
2021-06-27 00:00:00 UTC,30.092396328470000,4054398047.371300,227427303.98368200
2021-06-28 00:00:00 UTC,42.69907636457670,5834594922.711170,603457281.9065270
2021-06-29 00:00:00 UTC,49.66037343402860,6640710694.468480,863728996.6315030
2021-06-30 00:00:00 UTC,53.96133730184670,7337825058.679240,881737872.4447590
2021-07-01 00:00:00 UTC,50.70243108143300,6786405306.343290,870833653.9193600
2021-07-02 00:00:00 UTC,45.99767561200370,6288629797.705530,475997084.8034300
2021-07-03 00:00:00 UTC,44.1120485875006,6028666396.149930,325624799.3616150
2021-07-04 00:00:00 UTC,48.940623433444100,6678275307.183990,345856648.0724320
2021-07-05 00:00:00 UTC,46.91541358456920,6433664681.296980,286640844.94059500
2021-07-06 00:00:00 UTC,46.70949740305100,6398960111.022410,282225063.02690900
2021-07-07 00:00:00 UTC,46.10539697339140,6305194609.374750,234414009.76829500
2021-07-08 00:00:00 UTC,45.46123716869940,6231061245.71968,196740775.71254500
2021-07-09 00:00:00 UTC,40.15868098198480,5488966848.072950,227475306.7955690
2021-07-10 00:00:00 UTC,41.22444038981460,5652063327.849980,195050852.46441500
2021-07-11 00:00:00 UTC,38.78036450046670,5309001401.296230,149470876.3781690
2021-07-12 00:00:00 UTC,39.75122924641020,5439111916.866370,138143104.63877300
2021-07-13 00:00:00 UTC,37.50753595213410,5117624126.0714700,138260839.9884750
2021-07-14 00:00:00 UTC,38.789725833096000,5312584265.399920,185660972.7953600
2021-07-15 00:00:00 UTC,36.83456962814930,5037178869.101620,241981864.96730700
2021-07-16 00:00:00 UTC,35.70390080405120,4886091957.639210,154736819.74429600
2021-07-17 00:00:00 UTC,32.37633462168370,4433448636.902270,127600471.57643100
2021-07-18 00:00:00 UTC,32.30671422260620,4418987719.248850,115029405.41398800
2021-07-19 00:00:00 UTC,32.60000162234230,4474198751.364600,100165444.26505500
2021-07-20 00:00:00 UTC,31.242472601634800,4277448595.634330,96347284.81762640
2021-07-21 00:00:00 UTC,28.717887807449600,3930264915.8407400,149396025.52046600
2021-07-22 00:00:00 UTC,33.71838028380700,4599460883.2994400,249468787.65495300
2021-07-23 00:00:00 UTC,34.003083418579300,4655025219.841130,293416321.70132
2021-07-24 00:00:00 UTC,34.67007271279280,4744133992.799270,174050369.1220120
2021-07-25 00:00:00 UTC,44.22620698868280,6058892056.726240,603145825.8712810
2021-07-26 00:00:00 UTC,43.16913674105640,5908418653.073460,555455332.3836960
2021-07-27 00:00:00 UTC,40.54089140526610,5560505864.569180,529220668.70269000
2021-07-28 00:00:00 UTC,40.54304272538250,5538319897.683060,402291385.37243900
2021-07-29 00:00:00 UTC,40.77809872005500,5579782119.179050,320573438.81416500
2021-07-30 00:00:00 UTC,41.23588562039140,5645013858.838680,194702877.5243710
2021-07-31 00:00:00 UTC,42.04083453929070,5760269754.641800,230594127.9303690
2021-08-01 00:00:00 UTC,41.94783914864290,5743050908.391640,233577873.4554720
2021-08-02 00:00:00 UTC,40.79857286497590,5576892484.899210,247019434.39161600
2021-08-03 00:00:00 UTC,40.269182865466800,5520800493.3770100,184462378.80482200
2021-08-04 00:00:00 UTC,38.62631307210060,5295777338.444030,205908463.4130700
2021-08-05 00:00:00 UTC,39.391565642824000,5427215767.588930,167519712.9022440
2021-08-06 00:00:00 UTC,42.07481294872210,5768530815.182160,206042805.04255800
2021-08-07 00:00:00 UTC,48.5732955470656,6716882647.295430,695997441.1452400
2021-08-08 00:00:00 UTC,63.318441753320800,8672837265.415640,1431729381.5626400
2021-08-09 00:00:00 UTC,55.1513533695368,7553786920.199530,698508515.9247240
2021-08-10 00:00:00 UTC,64.48678090122190,8795656203.102200,1133799653.0123900
2021-08-11 00:00:00 UTC,71.38109433212670,9715728466.691750,1262244537.6378300
2021-08-12 00:00:00 UTC,67.52594037053950,9202891829.8915,1044465972.9350300
2021-08-13 00:00:00 UTC,64.08224091343360,8751193461.904010,827870415.0177080
2021-08-14 00:00:00 UTC,68.06350300497550,9349584557.759520,565507796.0139210
2021-08-15 00:00:00 UTC,64.05980267688810,8763433910.174870,513135689.4383130
2021-08-16 00:00:00 UTC,63.09883128956260,8612925248.013420,460717162.9213260
2021-08-17 00:00:00 UTC,60.98123366641550,8518056241.581360,605776610.3184750
2021-08-18 00:00:00 UTC,55.776283693150600,7733629386.503590,542321649.8971570
2021-08-19 00:00:00 UTC,59.283214022303600,8154680150.800510,521330269.7611500
2021-08-20 00:00:00 UTC,67.28391539064530,9172400628.743900,928583336.0442260
2021-08-21 00:00:00 UTC,67.5458710957735,10456778887.771400,586090675.8649290
2021-08-22 00:00:00 UTC,64.6104016409998,10040202465.636800,382794602.4289460
2021-08-23 00:00:00 UTC,64.7169735268394,10048891938.83420,300503102.1850630
2021-08-24 00:00:00 UTC,65.7339255909687,10215794123.757900,346214668.1364270
2021-08-25 00:00:00 UTC,59.36004341719120,9381981297.337900,385522045.2823740
2021-08-26 00:00:00 UTC,62.17683549349150,9763740513.03423,464248238.2464970
2021-08-27 00:00:00 UTC,57.41717018836030,9066004079.074040,465373262.9731230
2021-08-28 00:00:00 UTC,62.71270790470650,9851335651.229690,526409294.87110900
2021-08-29 00:00:00 UTC,64.93011176462750,10206807040.058700,632151983.373876
2021-08-30 00:00:00 UTC,72.43246620865310,11486312909.602100,965454261.8972250
2021-08-31 00:00:00 UTC,64.99158865678910,10141953236.951900,813763132.9594150
2021-09-01 00:00:00 UTC,63.47525418011320,9965045197.004110,558534170.3130700
2021-09-02 00:00:00 UTC,66.12104960941420,10377740775.786200,436503325.7070570
2021-09-03 00:00:00 UTC,64.97300878833840,10236235392.149000,413659389.2600050
2021-09-04 00:00:00 UTC,65.75052491510130,10294746398.982000,490745552.6668830
2021-09-05 00:00:00 UTC,77.24405025068100,11953087587.51640,1112324047.770930
2021-09-06 00:00:00 UTC,79.50206164128420,12480651303.796300,1457349932.7835500
2021-09-07 00:00:00 UTC,79.91153838999330,12545837512.659800,1165893661.138430
2021-09-08 00:00:00 UTC,61.2774065632991,9736849779.835360,1425842041.559720
2021-09-09 00:00:00 UTC,60.75489513689490,9731981634.032990,827321113.1650610
2021-09-10 00:00:00 UTC,60.686709396890500,9637769957.444860,747438418.3125710
2021-09-11 00:00:00 UTC,56.795033326585600,9019388354.743390,580267766.0475800
2021-09-12 00:00:00 UTC,57.87884191391750,9405063227.506430,476385308.21293400
2021-09-13 00:00:00 UTC,59.73634444542250,9749379071.414400,400821817.113284
2021-09-14 00:00:00 UTC,55.32841309973910,8996697138.286800,425224377.9954360
2021-09-15 00:00:00 UTC,57.07086208985130,9283635386.242340,309673026.2171750
2021-09-16 00:00:00 UTC,61.532945436832300,9987937695.492350,350534420.8981210
2021-09-17 00:00:00 UTC,58.1353761989389,9463924069.149170,298412659.3285670
2021-09-18 00:00:00 UTC,56.49855702282870,9220429728.464930,242537438.7584360
2021-09-19 00:00:00 UTC,58.66363925497100,9554653607.236650,299369170.5974030
2021-09-20 00:00:00 UTC,57.22783061304300,9325525001.658790,184400858.53996400
2021-09-21 00:00:00 UTC,47.70271807437450,7719374931.502790,457290471.4922370
2021-09-22 00:00:00 UTC,44.72606697239810,7202623324.354080,354064277.4052430
2021-09-23 00:00:00 UTC,49.92772295287240,8118611368.372010,308258500.94737900
2021-09-24 00:00:00 UTC,50.71565282251860,8261160625.7892700,271396683.32137900
