Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,24.359148,24.958113,22.023264,22.291010,22.291010,348030664
2021-01-02,22.288815,23.133966,21.432627,21.808891,21.808891,243646888
2021-01-03,21.817991,21.873875,21.029001,21.426378,21.426378,272432560
2021-01-04,21.434067,22.923031,21.011490,21.467407,21.467407,312309245
2021-01-05,21.428017,22.291952,21.060802,21.632771,21.632771,213135095
2021-01-06,21.638214,22.529005,21.604843,21.969751,21.969751,201738931
2021-01-07,21.974510,22.883968,21.892733,22.107826,22.107826,225642789
2021-01-08,22.101589,22.296354,21.337126,21.662432,21.662432,154943100
2021-01-09,21.662193,22.632336,21.414545,22.114525,22.114525,149399606
2021-01-10,22.107477,24.231440,22.107477,23.497114,23.497114,452076685
2021-01-11,23.497478,23.497478,20.956245,21.613977,21.613977,354889532
2021-01-12,21.621180,21.934193,21.004620,21.034431,21.034431,182775071
2021-01-13,21.042694,21.897390,21.002251,21.687958,21.687958,154682913
2021-01-14,21.687931,22.242489,21.416941,21.560232,21.560232,137668105
2021-01-15,21.565639,22.157183,21.345694,21.527254,21.527254,182172131
2021-01-16,21.531090,24.936316,21.531090,22.849653,22.849653,406855509
2021-01-17,22.852608,25.997471,22.477554,24.351658,24.351658,712570771
2021-01-18,24.350431,24.856260,23.601986,23.729397,23.729397,351317651
2021-01-19,23.745459,24.164927,22.736326,22.736326,22.736326,324184872
2021-01-20,22.734556,22.937132,21.867928,22.374847,22.374847,301437883
2021-01-21,22.375589,22.710815,21.114584,21.293459,21.293459,229588791
2021-01-22,21.310219,22.977886,20.907822,22.306198,22.306198,435403380
2021-01-23,22.297186,23.496838,22.172731,22.707294,22.707294,332639527
2021-01-24,22.708523,23.155008,22.533363,22.759356,22.759356,241523529
2021-01-25,22.756947,23.012686,22.416842,22.437037,22.437037,196122208
2021-01-26,22.434261,22.608253,21.860765,22.191210,22.191210,178373502
2021-01-27,22.194935,22.209881,21.244652,21.462456,21.462456,229177546
2021-01-28,21.460602,22.072685,21.367620,21.947098,21.947098,155498148
2021-01-29,21.927374,22.887375,21.893538,22.275328,22.275328,280008127
2021-01-30,22.281387,22.564692,22.006741,22.059891,22.059891,162578510
2021-01-31,22.052708,22.570749,22.049162,22.272360,22.272360,178044146
2021-02-01,22.269405,23.930349,22.061123,22.609543,22.609543,443348505
2021-02-02,22.618212,22.909431,22.373222,22.543348,22.543348,175058405
2021-02-03,22.541245,23.263472,22.460711,23.035694,23.035694,193594344
2021-02-04,23.041376,23.248716,22.750761,22.882219,22.882219,209636144
2021-02-05,22.882460,25.525002,22.839922,24.519003,24.519003,491884502
2021-02-06,24.509750,25.199190,23.899029,24.278181,24.278181,378556668
2021-02-07,24.276606,24.595341,23.776670,24.080338,24.080338,272418316
2021-02-08,24.084135,28.192448,23.898365,27.655272,27.655272,715775677
2021-02-09,27.664587,50.605423,27.146969,43.764973,43.764973,3403223723
2021-02-10,43.892235,45.335709,36.375496,39.909206,39.909206,2802540130
2021-02-11,39.897961,42.376869,37.374195,40.253323,40.253323,1269328890
2021-02-12,40.265072,44.471951,39.491516,42.785889,42.785889,1336951368
2021-02-13,42.766384,44.508839,40.431835,41.695164,41.695164,1228889960
2021-02-14,41.662006,51.935966,41.287361,47.475773,47.475773,2295182847
2021-02-15,47.406017,50.187218,38.023712,42.972301,42.972301,2061387407
2021-02-16,42.967960,45.688385,40.401070,41.955551,41.955551,1059200255
2021-02-17,41.954521,44.373909,40.543873,43.240036,43.240036,841212350
2021-02-18,43.201740,44.270138,42.571133,43.432198,43.432198,667645165
2021-02-19,43.433857,43.594906,41.562534,43.141293,43.141293,828571188
2021-02-20,43.203060,48.806484,42.500690,43.265217,43.265217,1610180337
2021-02-21,43.202755,45.723183,42.633747,44.788364,44.788364,871412632
2021-02-22,44.762131,44.779755,33.623470,39.474373,39.474373,1511820237
2021-02-23,39.472271,39.490154,32.025864,35.442047,35.442047,1403444827
2021-02-24,35.473877,38.152222,34.472389,36.671761,36.671761,1029434272
2021-02-25,36.652660,37.482830,34.902279,34.910561,34.910561,795545380
2021-02-26,34.928326,36.331436,33.345444,35.106033,35.106033,838042220
2021-02-27,35.120705,38.727627,35.120705,38.028404,38.028404,878926954
2021-02-28,38.010338,38.300171,34.964233,35.991943,35.991943,768904061
2021-03-01,36.001579,39.067604,35.867107,38.432846,38.432846,789024899
2021-03-02,38.473961,38.898449,37.286777,38.186371,38.186371,691279882
