Date,Open,High,Low,Close,Adj Close,Volume
2021-02-04,0.001415,0.001525,0.001161,0.001478,0.001478,636812
2021-02-05,0.001478,0.001939,0.001393,0.001920,0.001920,5005906
2021-02-06,0.001920,0.002015,0.001703,0.002011,0.002011,3671194
2021-02-07,0.001922,0.002889,0.001779,0.002712,0.002712,7710452
2021-02-08,0.002725,0.004362,0.002610,0.003747,0.003747,16124200
2021-02-09,0.003778,0.004326,0.003079,0.003399,0.003399,10286660
2021-02-10,0.003356,0.003566,0.002702,0.003087,0.003087,10371072
2021-02-11,0.003086,0.003784,0.002922,0.003750,0.003750,8263769
2021-02-12,0.003752,0.004029,0.003720,0.003768,0.003768,7187751
2021-02-13,0.003756,0.003816,0.003384,0.003650,0.003650,5986838
2021-02-14,0.003650,0.004003,0.003494,0.003747,0.003747,3336961
2021-02-15,0.003747,0.003747,0.002699,0.003139,0.003139,7389289
2021-02-16,0.003097,0.003290,0.003010,0.003174,0.003174,2514304
2021-02-17,0.003174,0.003334,0.002861,0.003179,0.003179,5652415
2021-02-18,0.003182,0.003599,0.003124,0.003595,0.003595,5892971
2021-02-19,0.003594,0.003648,0.003205,0.003220,0.003220,4910671
2021-02-20,0.003226,0.003538,0.003186,0.003269,0.003269,2888333
2021-02-21,0.003245,0.003819,0.003202,0.003620,0.003620,6349433
2021-02-22,0.003617,0.003628,0.002890,0.003383,0.003383,4538628
2021-02-23,0.003391,0.003513,0.002629,0.003513,0.003513,3797755
2021-02-24,0.003532,0.003842,0.003212,0.003486,0.003486,6409135
2021-02-25,0.003482,0.003643,0.003101,0.003115,0.003115,4305761
2021-02-26,0.003114,0.003372,0.003047,0.003208,0.003208,2063084
2021-02-27,0.003208,0.003373,0.003110,0.003173,0.003173,1756586
2021-02-28,0.003183,0.003274,0.002824,0.003224,0.003224,2233657
2021-03-01,0.003224,0.003475,0.003002,0.003468,0.003468,1631098
2021-03-02,0.003472,0.003508,0.003122,0.003269,0.003269,4649741
2021-03-03,0.003270,0.003615,0.003250,0.003566,0.003566,4911236
2021-03-04,0.003561,0.003594,0.003269,0.003348,0.003348,3307207
2021-03-05,0.003349,0.003352,0.003010,0.003099,0.003099,4482675
2021-03-06,0.003103,0.003555,0.003091,0.003380,0.003380,1697186
2021-03-07,0.003371,0.003562,0.003300,0.003555,0.003555,1907579
2021-03-08,0.003555,0.004696,0.003452,0.004696,0.004696,8998425
2021-03-09,0.004697,0.004896,0.004270,0.004308,0.004308,8333381
2021-03-10,0.004309,0.006189,0.004214,0.005517,0.005517,11547035
2021-03-11,0.005529,0.007442,0.005009,0.007272,0.007272,21438781
2021-03-12,0.007269,0.009198,0.006818,0.008368,0.008368,23198075
2021-03-13,0.008359,0.008925,0.006889,0.008109,0.008109,15310418
2021-03-14,0.008152,0.008390,0.007142,0.007502,0.007502,14957225
2021-03-15,0.007501,0.007653,0.006477,0.006746,0.006746,8588295
2021-03-16,0.006775,0.008109,0.006705,0.008109,0.008109,14452726
2021-03-17,0.008065,0.008105,0.007440,0.007700,0.007700,11334545
2021-03-18,0.007721,0.007985,0.007114,0.007351,0.007351,7908887
2021-03-19,0.007337,0.007431,0.006730,0.007325,0.007325,8484771
2021-03-20,0.007326,0.007486,0.006763,0.006809,0.006809,7524603
2021-03-21,0.006792,0.007107,0.006447,0.006727,0.006727,7327548
2021-03-22,0.006736,0.007787,0.006399,0.006968,0.006968,11663664
2021-03-23,0.006979,0.007761,0.006925,0.007278,0.007278,9501302
2021-03-24,0.007280,0.007451,0.006647,0.006939,0.006939,8415415
2021-03-25,0.006943,0.006985,0.006028,0.006209,0.006209,9275644
2021-03-26,0.006210,0.007273,0.006210,0.007168,0.007168,8592708
2021-03-27,0.007166,0.007285,0.006386,0.006774,0.006774,7956087
2021-03-28,0.006773,0.006796,0.006289,0.006289,0.006289,5795971
2021-03-29,0.006290,0.007861,0.006206,0.007370,0.007370,11877719
2021-03-30,0.007378,0.008291,0.007144,0.008268,0.008268,10755025
2021-03-31,0.008270,0.008324,0.007236,0.007700,0.007700,13704127
2021-04-01,0.007707,0.008732,0.007617,0.008722,0.008722,11747832
2021-04-02,0.008742,0.008822,0.008359,0.008507,0.008507,13080959
2021-04-03,0.008510,0.008633,0.007780,0.007814,0.007814,7155683
2021-04-04,0.007815,0.007834,0.007108,0.007271,0.007271,11850561
2021-04-05,0.007270,0.008277,0.007111,0.007815,0.007815,11660176
2021-04-06,0.007829,0.007987,0.007155,0.007326,0.007326,9331059
2021-04-07,0.007360,0.007550,0.006343,0.006918,0.006918,9196978
2021-04-08,0.006895,0.007234,0.006500,0.006696,0.006696,8019355
2021-04-09,0.006695,0.007190,0.006360,0.007137,0.007137,11687704
2021-04-10,0.007137,0.007176,0.006355,0.006701,0.006701,10573784
2021-04-11,0.006698,0.007082,0.006318,0.007037,0.007037,9440216
2021-04-12,0.007043,0.008373,0.007036,0.007452,0.007452,14324574
2021-04-13,0.007460,0.007491,0.006869,0.007240,0.007240,9545770
2021-04-14,0.007237,0.007778,0.006886,0.007028,0.007028,9259816
2021-04-15,0.007000,0.007564,0.006919,0.007357,0.007357,7231570
2021-04-16,0.007348,0.008488,0.006437,0.007918,0.007918,16815969
2021-04-17,0.007908,0.008594,0.007765,0.007948,0.007948,13132440
2021-04-18,0.007933,0.008164,0.006520,0.007489,0.007489,13024883
2021-04-19,0.007481,0.008008,0.006805,0.006957,0.006957,9127350
2021-04-20,0.006942,0.007516,0.006521,0.007281,0.007281,9699190
2021-04-21,0.007270,0.007647,0.006835,0.007001,0.007001,7497018
2021-04-22,0.007011,0.007386,0.006406,0.006762,0.006762,7710021
2021-04-23,0.006744,0.006856,0.004621,0.006128,0.006128,12940471
2021-04-24,0.006127,0.006133,0.005225,0.005899,0.005899,7132188
2021-04-25,0.005901,0.006164,0.005364,0.005625,0.005625,6076414
2021-04-26,0.005627,0.006696,0.005611,0.006421,0.006421,7617743
2021-04-27,0.006390,0.007372,0.006258,0.007041,0.007041,9940887
2021-04-28,0.007046,0.007417,0.006691,0.007071,0.007071,8820416
2021-04-29,0.007094,0.007369,0.006757,0.006983,0.006983,8101684
2021-04-30,0.007016,0.010273,0.006974,0.009610,0.009610,21640024
2021-05-01,0.009573,0.013374,0.008918,0.011121,0.011121,44069481
2021-05-02,0.011141,0.012691,0.010744,0.012455,0.012455,24359617
2021-05-03,0.012443,0.019552,0.012434,0.017888,0.017888,80392328
2021-05-04,0.017895,0.019623,0.016105,0.017579,0.017579,47715819
2021-05-05,0.017427,0.028422,0.017339,0.028097,0.028097,118095133
2021-05-06,0.028193,0.049111,0.028018,0.041260,0.041260,354095493
2021-05-07,0.041433,0.044187,0.035232,0.037773,0.037773,122825446
2021-05-08,0.037741,0.038569,0.031788,0.037002,0.037002,95368685
2021-05-09,0.037052,0.051612,0.037014,0.051612,0.051612,175742494
2021-05-10,0.052142,0.060238,0.046306,0.059874,0.059874,236577783
2021-05-11,0.059999,0.064897,0.048670,0.054659,0.054659,140829406
2021-05-12,0.054610,0.055865,0.038610,0.039314,0.039314,118934039
2021-05-13,0.038967,0.046439,0.030337,0.036525,0.036525,125036531
2021-05-14,0.036853,0.048782,0.036256,0.042237,0.042237,92151559
2021-05-15,0.042413,0.043999,0.035447,0.035447,0.035447,71645867
2021-05-16,0.035438,0.042786,0.035438,0.040177,0.040177,59266191
2021-05-17,0.040193,0.041782,0.035876,0.037044,0.037044,54807825
2021-05-18,0.037084,0.048062,0.037083,0.042316,0.042316,97165371
2021-05-19,0.042301,0.043445,0.012300,0.026507,0.026507,141827075
2021-05-20,0.026135,0.037528,0.023288,0.036391,0.036391,110788485
2021-05-21,0.036557,0.039904,0.023873,0.031339,0.031339,108039247
2021-05-22,0.031174,0.031305,0.025484,0.027659,0.027659,56492213
2021-05-23,0.027636,0.028701,0.017369,0.023926,0.023926,97543342
2021-05-24,0.024115,0.032119,0.020809,0.030887,0.030887,89823033
2021-05-25,0.030899,0.037375,0.026162,0.036296,0.036296,100493807
2021-05-26,0.036556,0.039974,0.034503,0.038617,0.038617,97283573
2021-05-27,0.038620,0.038967,0.033918,0.035578,0.035578,58979221
2021-05-28,0.035473,0.035538,0.026967,0.028026,0.028026,73933315
2021-05-29,0.028070,0.030567,0.025266,0.026926,0.026926,54186015
2021-05-30,0.026991,0.032179,0.025372,0.030173,0.030173,57009513
2021-05-31,0.030199,0.033838,0.028507,0.032961,0.032961,50569491
2021-06-01,0.032964,0.034067,0.030153,0.031834,0.031834,51099073
2021-06-02,0.031811,0.032791,0.030530,0.032058,0.032058,37704272
2021-06-03,0.032125,0.038093,0.031133,0.037241,0.037241,61456570
2021-06-04,0.037311,0.037370,0.029302,0.032258,0.032258,63752495
2021-06-05,0.032250,0.035039,0.030195,0.032180,0.032180,45560748
2021-06-06,0.032121,0.033968,0.032036,0.033559,0.033559,20144989
2021-06-07,0.033686,0.035525,0.029053,0.029677,0.029677,38615208
2021-06-08,0.029397,0.031146,0.023037,0.029513,0.029513,72973665
2021-06-09,0.029457,0.034675,0.027282,0.032788,0.032788,61619670
2021-06-10,0.032804,0.033499,0.029160,0.030681,0.030681,29732907
2021-06-11,0.030682,0.031404,0.029545,0.029898,0.029898,17163073
2021-06-12,0.029985,0.030376,0.027591,0.028833,0.028833,21568932
2021-06-13,0.028813,0.032449,0.028039,0.031807,0.031807,24462230
2021-06-14,0.031882,0.033895,0.031099,0.032156,0.032156,22730655
2021-06-15,0.032586,0.033658,0.031645,0.032281,0.032281,26120914
2021-06-16,0.033006,0.033341,0.030878,0.031009,0.031009,21113674
2021-06-17,0.030985,0.031961,0.030366,0.031022,0.031022,13649895
2021-06-18,0.031026,0.031143,0.027928,0.028445,0.028445,18933844
2021-06-19,0.028448,0.030090,0.028000,0.028779,0.028779,13612217
2021-06-20,0.028825,0.029577,0.026093,0.029178,0.029178,20995836
2021-06-21,0.029125,0.029192,0.022172,0.022244,0.022244,29035602
2021-06-22,0.022342,0.024978,0.017171,0.021581,0.021581,60731554
2021-06-23,0.021599,0.025097,0.020867,0.023810,0.023810,30311446
2021-06-24,0.023650,0.025135,0.022003,0.024528,0.024528,18070703
2021-06-25,0.024551,0.024781,0.021081,0.021245,0.021245,22055850
2021-06-26,0.021204,0.021803,0.019782,0.021488,0.021488,15507160
2021-06-27,0.021647,0.023094,0.021300,0.023001,0.023001,13169389
2021-06-28,0.023104,0.024076,0.022501,0.023417,0.023417,13580223
2021-06-29,0.023412,0.026528,0.023281,0.025390,0.025390,17978595
2021-06-30,0.025417,0.031406,0.024234,0.031301,0.031301,43272471
2021-07-01,0.031300,0.032763,0.023396,0.024781,0.024781,37328385
2021-07-02,0.024700,0.025368,0.022494,0.024325,0.024325,20585126
2021-07-03,0.024294,0.025023,0.023453,0.024202,0.024202,14728997
2021-07-04,0.024264,0.024910,0.023785,0.024544,0.024544,10537186
2021-07-05,0.024547,0.024547,0.021695,0.022821,0.022821,12572318
2021-07-06,0.022803,0.024020,0.022426,0.023020,0.023020,11091353
2021-07-07,0.023022,0.023369,0.020592,0.020771,0.020771,14510092
2021-07-08,0.020798,0.021384,0.018525,0.018746,0.018746,20392129
2021-07-09,0.018748,0.019349,0.017228,0.018327,0.018327,15983683
2021-07-10,0.018321,0.018566,0.016818,0.017000,0.017000,8493042
2021-07-11,0.016960,0.018073,0.014836,0.017401,0.017401,23265762
2021-07-12,0.017374,0.019879,0.016452,0.017258,0.017258,17939016
2021-07-13,0.017223,0.017423,0.016190,0.016307,0.016307,10170224
2021-07-14,0.016175,0.016262,0.014298,0.015369,0.015369,19835673
2021-07-15,0.015383,0.015989,0.012677,0.013213,0.013213,20411346
2021-07-16,0.013230,0.013814,0.010332,0.011472,0.011472,30227795
2021-07-17,0.011516,0.012675,0.011315,0.012347,0.012347,11248983
2021-07-18,0.012356,0.014415,0.012326,0.012880,0.012880,12236587
2021-07-19,0.012880,0.013024,0.011520,0.011899,0.011899,8797262
